"","V1","V2","V3","V4","V5"
"148",4,1,2,1,4
"149",2,2,2,1,0
"150",2,2,2,2,0
"151",2,2,2,3,0
"152",2,2,2,4,0
"153",2,2,2,1,1
"154",2,2,2,1,2
"155",2,2,2,1,3
"156",2,2,2,1,4
"157",3,2,2,1,0
"158",3,2,2,2,0
"159",3,2,2,3,0
"160",3,2,2,4,0
"161",3,2,2,1,1
"162",3,2,2,1,2
"163",3,2,2,1,3
"164",3,2,2,1,4
"165",4,2,2,1,0
"166",4,2,2,2,0
"167",4,2,2,3,0
"168",4,2,2,4,0
"169",4,2,2,1,1
"170",4,2,2,1,2
"171",4,2,2,1,3
"172",4,2,2,1,4
"173",3,3,2,1,0
"174",3,3,2,2,0
"175",3,3,2,3,0
"176",3,3,2,4,0
"177",3,3,2,1,1
"178",3,3,2,1,2
"179",3,3,2,1,3
"180",3,3,2,1,4
"181",4,3,2,1,0
"182",4,3,2,2,0
"183",4,3,2,3,0
"184",4,3,2,4,0
"185",4,3,2,1,1
"186",4,3,2,1,2
"187",4,3,2,1,3
"188",4,3,2,1,4
"189",4,4,2,1,0
"190",4,4,2,2,0
"191",4,4,2,3,0
"192",4,4,2,4,0
"193",4,4,2,1,1
"194",4,4,2,1,2
"195",4,4,2,1,3
"196",4,4,2,1,4
"197",3,1,3,1,0
"198",3,1,3,2,0
"199",3,1,3,3,0
"200",3,1,3,4,0
"201",3,1,3,1,1
"202",3,1,3,1,2
"203",3,1,3,1,3
"204",3,1,3,1,4
"205",4,1,3,1,0
"206",4,1,3,2,0
"207",4,1,3,3,0
"208",4,1,3,4,0
"209",4,1,3,1,1
"210",4,1,3,1,2
"211",4,1,3,1,3
"212",4,1,3,1,4
"213",3,2,3,1,0
"214",3,2,3,2,0
"215",3,2,3,3,0
"216",3,2,3,4,0
"217",3,2,3,1,1
"218",3,2,3,1,2
"219",3,2,3,1,3
"220",3,2,3,1,4
"221",4,2,3,1,0
"222",4,2,3,2,0
"223",4,2,3,3,0
"224",4,2,3,4,0
"225",4,2,3,1,1
"226",4,2,3,1,2
"227",4,2,3,1,3
"228",4,2,3,1,4
"229",3,3,3,1,0
"230",3,3,3,2,0
"231",3,3,3,3,0
"232",3,3,3,4,0
"233",3,3,3,1,1
"234",3,3,3,1,2
"235",3,3,3,1,3
"236",3,3,3,1,4
"237",4,3,3,1,0
"238",4,3,3,2,0
"239",4,3,3,3,0
"240",4,3,3,4,0
"241",4,3,3,1,1
"242",4,3,3,1,2
"243",4,3,3,1,3
"244",4,3,3,1,4
"245",4,4,3,1,0
"246",4,4,3,2,0
"247",4,4,3,3,0
"248",4,4,3,4,0
"249",4,4,3,1,1
"250",4,4,3,1,2
"251",4,4,3,1,3
"252",4,4,3,1,4
"253",4,1,4,1,0
"254",4,1,4,2,0
"255",4,1,4,3,0
"256",4,1,4,4,0
"257",4,1,4,1,1
"258",4,1,4,1,2
"259",4,1,4,1,3
"260",4,1,4,1,4
"261",4,2,4,1,0
"262",4,2,4,2,0
"263",4,2,4,3,0
"264",4,2,4,4,0
"265",4,2,4,1,1
"266",4,2,4,1,2
"267",4,2,4,1,3
"268",4,2,4,1,4
"269",4,3,4,1,0
"270",4,3,4,2,0
"271",4,3,4,3,0
"272",4,3,4,4,0
"273",4,3,4,1,1
"274",4,3,4,1,2
"275",4,3,4,1,3
"276",4,3,4,1,4
"277",4,4,4,1,0
"278",4,4,4,2,0
"279",4,4,4,3,0
"280",4,4,4,4,0
"281",4,4,4,1,1
"282",4,4,4,1,2
"283",4,4,4,1,3
"284",4,4,4,1,4
"285",1,1,1,2,1
"286",1,1,1,2,2
"287",1,1,1,2,3
"288",1,1,1,2,4
"289",2,1,1,2,1
"290",2,1,1,2,2
"291",2,1,1,2,3
"292",2,1,1,2,4
"293",3,1,1,2,1
"294",3,1,1,2,2
"295",3,1,1,2,3
"296",3,1,1,2,4
"297",4,1,1,2,1
"298",4,1,1,2,2
"299",4,1,1,2,3
"300",4,1,1,2,4
"301",2,2,1,2,1
"302",2,2,1,2,2
"303",2,2,1,2,3
"304",2,2,1,2,4
"305",3,2,1,2,1
"306",3,2,1,2,2
"307",3,2,1,2,3
"308",3,2,1,2,4
"309",4,2,1,2,1
"310",4,2,1,2,2
"311",4,2,1,2,3
"312",4,2,1,2,4
"313",3,3,1,2,1
"314",3,3,1,2,2
"315",3,3,1,2,3
"316",3,3,1,2,4
"317",4,3,1,2,1
"318",4,3,1,2,2
"319",4,3,1,2,3
"320",4,3,1,2,4
"321",4,4,1,2,1
"322",4,4,1,2,2
"323",4,4,1,2,3
"324",4,4,1,2,4
"325",2,1,2,2,1
"326",2,1,2,2,2
"327",2,1,2,2,3
"328",2,1,2,2,4
"329",3,1,2,2,1
"330",3,1,2,2,2
"331",3,1,2,2,3
"332",3,1,2,2,4
"333",4,1,2,2,1
"334",4,1,2,2,2
"335",4,1,2,2,3
"336",4,1,2,2,4
"337",2,2,2,2,1
"338",2,2,2,2,2
"339",2,2,2,2,3
"340",2,2,2,2,4
"341",3,2,2,2,1
"342",3,2,2,2,2
"343",3,2,2,2,3
"344",3,2,2,2,4
"345",4,2,2,2,1
"346",4,2,2,2,2
"347",4,2,2,2,3
"348",4,2,2,2,4
"349",3,3,2,2,1
"350",3,3,2,2,2
"351",3,3,2,2,3
"352",3,3,2,2,4
"353",4,3,2,2,1
"354",4,3,2,2,2
"355",4,3,2,2,3
"356",4,3,2,2,4
"357",4,4,2,2,1
"358",4,4,2,2,2
"359",4,4,2,2,3
"360",4,4,2,2,4
"361",3,1,3,2,1
"362",3,1,3,2,2
"363",3,1,3,2,3
"364",3,1,3,2,4
"365",4,1,3,2,1
"366",4,1,3,2,2
"367",4,1,3,2,3
"368",4,1,3,2,4
"369",3,2,3,2,1
"370",3,2,3,2,2
"371",3,2,3,2,3
"372",3,2,3,2,4
"373",4,2,3,2,1
"374",4,2,3,2,2
"375",4,2,3,2,3
"376",4,2,3,2,4
"377",3,3,3,2,1
"378",3,3,3,2,2
"379",3,3,3,2,3
"380",3,3,3,2,4
"381",4,3,3,2,1
"382",4,3,3,2,2
"383",4,3,3,2,3
"384",4,3,3,2,4
"385",4,4,3,2,1
"386",4,4,3,2,2
"387",4,4,3,2,3
"388",4,4,3,2,4
"389",4,1,4,2,1
"390",4,1,4,2,2
"391",4,1,4,2,3
"392",4,1,4,2,4
"393",4,2,4,2,1
"394",4,2,4,2,2
"395",4,2,4,2,3
"396",4,2,4,2,4
"397",4,3,4,2,1
"398",4,3,4,2,2
"399",4,3,4,2,3
"400",4,3,4,2,4
"401",4,4,4,2,1
"402",4,4,4,2,2
"403",4,4,4,2,3
"404",4,4,4,2,4
"405",1,1,1,3,1
"406",1,1,1,3,2
"407",1,1,1,3,3
"408",1,1,1,3,4
"409",2,1,1,3,1
"410",2,1,1,3,2
"411",2,1,1,3,3
"412",2,1,1,3,4
"413",3,1,1,3,1
"414",3,1,1,3,2
"415",3,1,1,3,3
"416",3,1,1,3,4
"417",4,1,1,3,1
"418",4,1,1,3,2
"419",4,1,1,3,3
"420",4,1,1,3,4
"421",2,2,1,3,1
"422",2,2,1,3,2
"423",2,2,1,3,3
"424",2,2,1,3,4
"425",3,2,1,3,1
"426",3,2,1,3,2
"427",3,2,1,3,3
"428",3,2,1,3,4
"429",4,2,1,3,1
"430",4,2,1,3,2
"431",4,2,1,3,3
"432",4,2,1,3,4
"433",3,3,1,3,1
"434",3,3,1,3,2
"435",3,3,1,3,3
"436",3,3,1,3,4
"437",4,3,1,3,1
"438",4,3,1,3,2
"439",4,3,1,3,3
"440",4,3,1,3,4
"441",4,4,1,3,1
"442",4,4,1,3,2
"443",4,4,1,3,3
"444",4,4,1,3,4
"445",2,1,2,3,1
"446",2,1,2,3,2
"447",2,1,2,3,3
"448",2,1,2,3,4
"449",3,1,2,3,1
"450",3,1,2,3,2
"451",3,1,2,3,3
"452",3,1,2,3,4
"453",4,1,2,3,1
"454",4,1,2,3,2
"455",4,1,2,3,3
"456",4,1,2,3,4
"457",2,2,2,3,1
"458",2,2,2,3,2
"459",2,2,2,3,3
"460",2,2,2,3,4
"461",3,2,2,3,1
"462",3,2,2,3,2
"463",3,2,2,3,3
"464",3,2,2,3,4
"465",4,2,2,3,1
"466",4,2,2,3,2
"467",4,2,2,3,3
"468",4,2,2,3,4
"469",3,3,2,3,1
"470",3,3,2,3,2
"471",3,3,2,3,3
"472",3,3,2,3,4
"473",4,3,2,3,1
"474",4,3,2,3,2
"475",4,3,2,3,3
"476",4,3,2,3,4
"477",4,4,2,3,1
"478",4,4,2,3,2
"479",4,4,2,3,3
"480",4,4,2,3,4
"481",3,1,3,3,1
"482",3,1,3,3,2
"483",3,1,3,3,3
"484",3,1,3,3,4
"485",4,1,3,3,1
"486",4,1,3,3,2
"487",4,1,3,3,3
"488",4,1,3,3,4
"489",3,2,3,3,1
"490",3,2,3,3,2
"491",3,2,3,3,3
"492",3,2,3,3,4
"493",4,2,3,3,1
"494",4,2,3,3,2
"495",4,2,3,3,3
"496",4,2,3,3,4
"497",3,3,3,3,1
"498",3,3,3,3,2
"499",3,3,3,3,3
"500",3,3,3,3,4
"501",4,3,3,3,1
"502",4,3,3,3,2
"503",4,3,3,3,3
"504",4,3,3,3,4
"505",4,4,3,3,1
"506",4,4,3,3,2
"507",4,4,3,3,3
"508",4,4,3,3,4
"509",4,1,4,3,1
"510",4,1,4,3,2
"511",4,1,4,3,3
"512",4,1,4,3,4
"513",4,2,4,3,1
"514",4,2,4,3,2
"515",4,2,4,3,3
"516",4,2,4,3,4
"517",4,3,4,3,1
"518",4,3,4,3,2
"519",4,3,4,3,3
"520",4,3,4,3,4
"521",4,4,4,3,1
"522",4,4,4,3,2
"523",4,4,4,3,3
"524",4,4,4,3,4
"525",1,1,1,4,1
"526",1,1,1,4,2
"527",1,1,1,4,3
"528",1,1,1,4,4
"529",2,1,1,4,1
"530",2,1,1,4,2
"531",2,1,1,4,3
"532",2,1,1,4,4
"533",3,1,1,4,1
"534",3,1,1,4,2
"535",3,1,1,4,3
"536",3,1,1,4,4
"537",4,1,1,4,1
"538",4,1,1,4,2
"539",4,1,1,4,3
"540",4,1,1,4,4
"541",2,2,1,4,1
"542",2,2,1,4,2
"543",2,2,1,4,3
"544",2,2,1,4,4
"545",3,2,1,4,1
"546",3,2,1,4,2
"547",3,2,1,4,3
"548",3,2,1,4,4
"549",4,2,1,4,1
"550",4,2,1,4,2
"551",4,2,1,4,3
"552",4,2,1,4,4
"553",3,3,1,4,1
"554",3,3,1,4,2
"555",3,3,1,4,3
"556",3,3,1,4,4
"557",4,3,1,4,1
"558",4,3,1,4,2
"559",4,3,1,4,3
"560",4,3,1,4,4
"561",4,4,1,4,1
"562",4,4,1,4,2
"563",4,4,1,4,3
"564",4,4,1,4,4
"565",2,1,2,4,1
"566",2,1,2,4,2
"567",2,1,2,4,3
"568",2,1,2,4,4
"569",3,1,2,4,1
"570",3,1,2,4,2
"571",3,1,2,4,3
"572",3,1,2,4,4
"573",4,1,2,4,1
"574",4,1,2,4,2
"575",4,1,2,4,3
"576",4,1,2,4,4
"577",2,2,2,4,1
"578",2,2,2,4,2
"579",2,2,2,4,3
"580",2,2,2,4,4
"581",3,2,2,4,1
"582",3,2,2,4,2
"583",3,2,2,4,3
"584",3,2,2,4,4
"585",4,2,2,4,1
"586",4,2,2,4,2
"587",4,2,2,4,3
"588",4,2,2,4,4
"589",3,3,2,4,1
"590",3,3,2,4,2
"591",3,3,2,4,3
"592",3,3,2,4,4
"593",4,3,2,4,1
"594",4,3,2,4,2
"595",4,3,2,4,3
"596",4,3,2,4,4
"597",4,4,2,4,1
"598",4,4,2,4,2
"599",4,4,2,4,3
"600",4,4,2,4,4
"601",3,1,3,4,1
"602",3,1,3,4,2
"603",3,1,3,4,3
"604",3,1,3,4,4
"605",4,1,3,4,1
"606",4,1,3,4,2
"607",4,1,3,4,3
"608",4,1,3,4,4
"609",3,2,3,4,1
"610",3,2,3,4,2
"611",3,2,3,4,3
"612",3,2,3,4,4
"613",4,2,3,4,1
"614",4,2,3,4,2
"615",4,2,3,4,3
"616",4,2,3,4,4
"617",3,3,3,4,1
"618",3,3,3,4,2
"619",3,3,3,4,3
"620",3,3,3,4,4
"621",4,3,3,4,1
"622",4,3,3,4,2
"623",4,3,3,4,3
"624",4,3,3,4,4
"625",4,4,3,4,1
"626",4,4,3,4,2
"627",4,4,3,4,3
"628",4,4,3,4,4
"629",4,1,4,4,1
"630",4,1,4,4,2
"631",4,1,4,4,3
"632",4,1,4,4,4
"633",4,2,4,4,1
"634",4,2,4,4,2
"635",4,2,4,4,3
"636",4,2,4,4,4
"637",4,3,4,4,1
"638",4,3,4,4,2
"639",4,3,4,4,3
"640",4,3,4,4,4
"641",4,4,4,4,1
"642",4,4,4,4,2
"643",4,4,4,4,3
"644",4,4,4,4,4
